id,avenue,avenue_en_desc,avenida
232596,0,1,1
250273,0,1,1
46540,0,0,0
37970,0,0,0
86207,0,1,1
223353,0,1,1
5810,0,1,1
45125,0,0,0
157324,0,1,1
83719,0,1,1
1416,0,0,0
246070,0,1,1
145820,0,1,1
58909,0,1,1
100792,0,1,1
33827,0,1,1
100861,1,0,1
95548,0,1,1
4822,0,0,0
93871,0,0,0
131687,0,1,1
213734,0,0,0
50692,0,0,0
204995,0,1,1
238932,0,0,0
155331,0,0,0
103163,1,1,1
203002,0,0,0
27205,0,1,1
104610,0,0,0
121262,0,0,0
242278,0,1,1
223652,1,1,1
929,0,0,0
295966,0,1,1
281684,0,1,1
98278,0,1,1
151087,0,1,1
253204,0,0,0
43705,1,0,1
193555,0,0,0
233662,0,0,0
134380,0,1,1
91825,0,1,1
123025,0,0,0
110004,0,0,0
241949,0,1,1
225438,0,0,0
284034,0,0,0
241937,0,0,0
1976,0,1,1
233685,0,0,0
1527,0,1,1
3221,1,1,1
136871,0,1,1
144952,0,0,0
4609,0,0,0
80025,0,1,1
128421,0,1,1
149879,0,0,0
79049,1,1,1
153519,0,1,1
130215,0,0,0
63068,0,0,0
231636,0,1,1
237547,0,0,0
100528,0,0,0
62730,0,0,0
42690,0,1,1
271681,0,0,0
143725,0,0,0
20830,0,0,0
142453,0,0,0
171544,0,1,1
232768,0,1,1
173679,0,1,1
199424,0,1,1
76493,0,1,1
165038,0,0,0
4378,0,0,0
270212,0,0,0
125465,0,1,1
208459,0,0,0
78770,0,0,0
109224,0,1,1
274403,0,1,1
184145,0,1,1
201327,0,1,1
200837,0,0,0
237183,0,0,0
100659,0,0,0
247939,0,1,1
74110,0,0,0
17677,0,1,1
67919,0,1,1
186814,0,0,0
62123,0,0,0
179128,0,1,1
217845,0,1,1
5972,0,1,1
116954,0,1,1
79960,0,1,1
291104,0,0,0
246193,0,0,0
12145,0,0,0
290286,0,0,0
212162,0,0,0
55466,0,0,0
94396,0,0,0
52920,0,1,1
143858,0,1,1
188686,0,0,0
100877,0,0,0
144159,0,1,1
16325,0,0,0
43801,0,1,1
149347,0,0,0
56475,0,0,0
110074,0,0,0
55172,0,0,0
157486,0,1,1
143295,0,1,1
5321,1,0,1
216322,0,0,0
212546,0,0,0
161570,0,0,0
123989,0,0,0
238337,1,0,1
182333,1,1,1
70715,0,0,0
250663,0,0,0
161342,0,1,1
251416,1,1,1
94337,1,1,1
109704,0,1,1
268772,0,0,0
111327,1,1,1
38143,0,0,0
39494,0,0,0
102124,0,1,1
250069,0,1,1
208268,0,0,0
166399,0,0,0
4501,0,0,0
165119,0,1,1
245705,0,0,0
233667,0,0,0
20280,0,1,1
59058,0,1,1
278941,0,0,0
59017,0,0,0
291049,0,0,0
69738,0,1,1
38340,0,1,1
202164,0,1,1
280453,0,1,1
260728,0,0,0
55846,0,0,0
4545,0,0,0
60426,0,0,0
279001,0,1,1
878,0,0,0
141799,0,1,1
131492,0,0,0
181444,0,1,1
208109,0,1,1
143187,0,1,1
155408,0,0,0
76237,0,1,1
23066,0,0,0
143050,0,1,1
299920,0,1,1
192103,0,1,1
257614,0,0,0
115183,0,0,0
225062,0,1,1
225958,0,0,0
227708,1,1,1
100517,0,0,0
81813,0,0,0
20370,0,1,1
41314,0,1,1
281879,0,0,0
133728,0,0,0
71493,0,0,0
59355,0,1,1
122483,0,0,0
115462,0,0,0
134803,0,0,0
193676,0,0,0
281680,0,0,0
170,0,0,0
194182,0,0,0
237931,0,0,0
195003,0,1,1
259305,0,1,1
147123,0,0,0
100205,0,0,0
298891,0,0,0
104553,0,1,1
283609,0,0,0
209071,0,0,0
205005,0,0,0
36316,0,0,0
194159,0,0,0
227408,1,1,1
82397,0,1,1
46457,0,0,0
272358,0,0,0
250155,0,1,1
32753,0,0,0
58007,0,1,1
178133,0,0,0
167542,0,1,1
140053,0,1,1
172742,0,0,0
250542,0,1,1
208484,0,0,0
218257,0,0,0
153577,0,1,1
207183,0,1,1
197755,0,0,0
17832,0,0,0
60322,0,1,1
294361,0,0,0
9893,0,1,1
58592,0,0,0
19526,0,1,1
35143,1,0,1
288656,0,0,0
132491,0,1,1
228187,0,1,1
92435,0,0,0
233180,0,1,1
258195,0,0,0
157491,0,1,1
258047,0,1,1
100106,0,1,1
112278,0,1,1
217561,0,1,1
132142,0,0,0
205620,0,1,1
45293,0,1,1
147373,0,0,0
98627,1,1,1
139515,0,0,0
260421,0,0,0
225044,1,1,1
83083,0,0,0
188630,1,0,1
282918,0,1,1
219139,0,0,0
660,0,1,1
163921,0,1,1
88311,0,0,0
774,0,0,0
176707,1,1,1
109416,0,1,1
72875,0,1,1
132033,0,1,1
75138,0,1,1
266105,0,1,1
268973,0,0,0
27815,0,1,1
139168,0,0,0
288171,0,0,0
22276,0,1,1
180649,0,1,1
115356,0,1,1
213034,0,0,0
93795,0,0,0
47903,0,0,0
50364,0,1,1
291725,0,0,0
288975,0,1,1
154239,0,1,1
26168,0,1,1
215673,0,0,0
63484,0,1,1
135904,0,0,0
289415,0,0,0
191063,0,1,1
248675,0,0,0
150010,0,0,0
4421,1,1,1
88928,0,1,1
116423,0,1,1
124699,0,1,1
226815,0,0,0
38212,0,1,1
19319,0,1,1
180384,0,0,0
261326,1,0,1
204405,0,0,0
18218,0,0,0
88457,0,1,1
42950,0,1,1
71716,0,0,0
107307,0,1,1
298215,0,1,1
92248,0,1,1
13696,0,0,0
219375,0,0,0
269691,0,0,0
163224,0,0,0
96329,0,0,0
209138,0,1,1
201173,0,1,1
99212,1,1,1
268810,0,1,1
161497,0,1,1
103670,1,1,1
224417,0,1,1
39836,0,0,0
12510,0,0,0
216150,0,1,1
261333,0,0,0
255320,0,1,1
118783,0,0,0
32809,0,0,0
297052,0,0,0
82795,0,0,0
138377,0,1,1
229837,0,1,1
75763,0,0,0
2512,0,0,0
62521,0,1,1
237818,0,0,0
152292,0,0,0
278403,0,0,0
11879,0,1,1
158513,0,1,1
237726,0,0,0
64742,0,1,1
31955,0,0,0
63762,0,0,0
297301,0,0,0
253803,0,1,1
78453,0,1,1
107082,0,1,1
2130,0,1,1
289423,0,0,0
84978,1,1,1
208299,0,1,1
11565,0,0,0
98108,0,0,0
97086,0,0,0
153280,0,1,1
169196,0,1,1
139589,0,0,0
182799,0,0,0
126367,0,0,0
71708,0,1,1
21776,0,0,0
277567,0,1,1
244819,0,0,0
148617,0,1,1
111579,1,1,1
219982,0,0,0
175439,0,0,0
64658,0,0,0
53635,0,0,0
55713,0,1,1
116635,0,0,0
61335,0,0,0
280443,0,1,1
251822,0,0,0
21252,1,0,1
33145,1,0,1
184641,0,0,0
279183,0,1,1
129843,0,1,1
34607,0,0,0
261220,0,1,1
170594,0,0,0
166214,0,0,0
277163,0,1,1
83002,0,1,1
139622,0,0,0
166394,0,1,1
102678,0,0,0
280664,0,1,1
97013,0,1,1
188359,0,1,1
194676,0,1,1
121663,0,0,0
153590,0,0,0
239439,1,1,1
291696,0,0,0
63553,0,1,1
270260,0,0,0
231223,0,0,0
201234,0,1,1
219448,0,0,0
209471,0,1,1
70588,0,0,0
190785,0,1,1
233364,0,0,0
154538,0,0,0
68859,0,0,0
246608,0,1,1
296281,0,1,1
41595,1,0,1
201732,0,0,0
251152,0,0,0
3539,0,0,0
206114,0,1,1
268239,0,0,0
233080,0,0,0
40790,0,0,0
72025,0,0,0
57552,0,0,0
167118,0,1,1
184600,0,1,1
284830,0,0,0
130927,0,1,1
26302,0,0,0
280686,0,1,1
186896,0,1,1
163648,0,0,0
81040,0,1,1
289813,0,0,0
91293,0,1,1
52686,0,0,0
223123,0,1,1
47090,0,0,0
297202,0,1,1
151106,0,1,1
37250,1,0,1
265478,0,1,1
172919,0,0,0
179524,0,0,0
239086,0,1,1
63985,1,0,1
22311,0,1,1
125932,0,0,0
22139,0,0,0
174097,0,1,1
84845,0,0,0
109465,0,0,0
284948,0,0,0
65434,0,1,1
22171,0,0,0
88364,0,0,0
249718,1,1,1
76423,0,1,1
156197,0,0,0
217135,0,1,1
122828,0,0,0
84395,0,0,0
79501,0,1,1
226196,0,1,1
106936,0,0,0
56254,0,1,1
203175,0,0,0
225367,0,1,1
249569,1,1,1
222573,0,0,0
152929,0,0,0
50398,0,0,0
224663,0,0,0
68933,0,0,0
61384,0,0,0
43483,0,1,1
141480,0,1,1
191774,0,0,0
231960,0,0,0
159751,0,1,1
186414,0,1,1
272167,0,0,0
36712,0,0,0
246704,0,1,1
273624,0,0,0
148502,0,1,1
227196,0,0,0
272103,0,1,1
202126,0,1,1
120856,0,1,1
149894,0,0,0
108308,0,1,1
98472,0,1,1
632,0,1,1
234569,0,0,0
50824,0,1,1
288751,1,1,1
299307,0,0,0
79108,0,1,1
296098,0,0,0
75945,0,0,0
135643,0,1,1
2898,0,1,1
299080,1,0,1
67729,0,1,1
218799,0,1,1
299274,0,1,1
122933,0,1,1
270379,0,0,0
270447,0,1,1
3077,0,0,0
14001,0,0,0
142168,0,1,1
268791,0,0,0
117094,0,1,1
175744,0,1,1
245018,0,1,1
27748,0,1,1
186396,0,0,0
145840,0,0,0
165607,1,0,1
134448,1,0,1
6669,0,0,0
6155,0,1,1
149070,0,1,1
168291,0,1,1
167322,1,1,1
284431,0,0,0
146378,0,1,1
96899,0,0,0
256478,0,1,1
173591,0,1,1
138251,0,0,0
274480,0,0,0
10585,1,1,1
269465,0,1,1
104807,0,1,1
237607,0,1,1
112464,0,0,0
114384,1,1,1
143500,0,0,0
246603,0,0,0
96636,0,1,1
288969,0,1,1
123309,0,1,1
195450,0,0,0
117910,0,1,1
239971,0,0,0
94104,0,0,0
247695,0,1,1
47604,0,0,0
58462,0,1,1
288688,0,0,0
93788,0,0,0
295134,1,1,1
229943,0,1,1
286123,0,0,0
178477,0,0,0
255741,1,1,1
233034,0,1,1
271555,0,1,1
270716,0,0,0
1707,0,0,0
294352,0,0,0
193649,0,0,0
194974,0,1,1
139557,0,0,0
289769,0,1,1
162034,0,1,1
206421,0,1,1
197678,0,0,0
157965,0,0,0
99617,0,0,0
161076,0,0,0
27446,0,0,0
62474,0,0,0
203064,0,1,1
122566,0,0,0
203692,0,0,0
292125,0,1,1
16181,0,1,1
86185,0,1,1
208808,0,1,1
265157,0,1,1
131688,0,1,1
126757,0,1,1
160646,0,1,1
298409,0,1,1
173585,0,1,1
270499,1,0,1
232994,0,1,1
47560,0,0,0
144261,0,1,1
32625,0,0,0
246679,1,1,1
64522,0,1,1
205323,0,1,1
59454,0,0,0
215015,0,0,0
257120,0,0,0
235110,0,1,1
253261,0,0,0
269687,0,0,0
33032,0,1,1
233323,0,1,1
231828,0,0,0
222110,0,1,1
87452,0,1,1
70240,0,1,1
134494,0,1,1
70535,1,0,1
283371,0,0,0
72793,0,0,0
34631,0,0,0
23937,0,0,0
186711,0,0,0
107607,0,1,1
299194,0,0,0
172375,0,0,0
252899,0,0,0
172133,0,1,1
224669,0,0,0
242050,0,0,0
139129,0,1,1
137674,0,1,1
35778,0,0,0
278885,0,1,1
228618,0,1,1
156913,1,0,1
140976,0,0,0
61211,0,1,1
180117,0,0,0
276281,0,0,0
95954,0,0,0
176017,0,1,1
198483,0,1,1
185181,0,1,1
15260,0,1,1
225379,0,0,0
110568,0,0,0
270938,0,1,1
92397,0,0,0
269858,0,1,1
219069,0,1,1
84290,1,0,1
89145,0,0,0
291130,0,0,0
262686,0,1,1
285797,1,0,1
228371,0,1,1
192966,0,1,1
67992,0,1,1
225646,0,1,1
124524,0,1,1
33917,0,0,0
22162,0,0,0
252045,0,1,1
182806,0,0,0
57710,0,1,1
12297,1,1,1
294441,1,0,1
243920,0,0,0
46054,0,1,1
140903,0,1,1
113439,0,1,1
239861,1,1,1
66466,0,0,0
254893,0,0,0
235225,0,0,0
2302,0,0,0
8854,0,1,1
234653,0,0,0
56370,0,0,0
216702,0,0,0
69485,0,1,1
116273,0,0,0
63759,0,0,0
187713,0,0,0
85715,1,1,1
271990,1,0,1
64047,0,0,0
237342,0,1,1
291928,0,1,1
195661,0,0,0
87173,0,0,0
199884,0,0,0
192100,0,0,0
277263,0,0,0
16937,0,1,1
252073,0,0,0
158120,0,0,0
244113,0,0,0
54587,0,1,1
93504,0,1,1
84016,0,0,0
247094,0,0,0
195765,0,1,1
165650,0,1,1
106735,0,0,0
183454,0,0,0
20564,0,1,1
244605,0,1,1
224366,0,0,0
285642,0,1,1
110571,0,0,0
199911,0,1,1
121777,0,0,0
204742,0,0,0
165791,0,1,1
77052,1,0,1
247232,0,0,0
4982,0,0,0
236393,0,1,1
13068,0,1,1
29154,0,0,0
200145,0,0,0
124930,0,0,0
142112,0,1,1
6999,0,0,0
224835,0,1,1
276155,0,0,0
103902,0,0,0
34002,0,0,0
276230,0,1,1
165831,0,1,1
176676,0,0,0
271501,0,1,1
149251,0,0,0
256542,0,1,1
298725,0,1,1
134171,0,1,1
34868,0,1,1
192725,0,1,1
252645,0,0,0
211124,0,0,0
129643,0,0,0
187406,0,1,1
276502,0,0,0
149483,0,0,0
32748,0,0,0
47615,0,0,0
287048,0,0,0
273352,0,1,1
244798,0,0,0
187833,1,1,1
51116,0,0,0
125834,0,1,1
132036,0,1,1
201136,0,1,1
200766,0,1,1
54117,1,0,1
175168,0,1,1
55899,0,0,0
146111,0,0,0
115900,0,1,1
72783,0,0,0
290045,0,0,0
191608,0,0,0
102114,0,1,1
101479,0,0,0
243033,0,1,1
223625,0,1,1
206744,0,0,0
147036,0,0,0
126091,0,1,1
265843,0,0,0
60895,0,1,1
35451,0,1,1
10725,0,0,0
36039,0,0,0
52026,0,1,1
141161,0,1,1
82822,0,0,0
87475,0,1,1
30402,0,1,1
123048,0,0,0
108965,0,1,1
121188,0,1,1
176329,0,1,1
103412,0,0,0
78360,0,1,1
68130,0,1,1
33603,0,1,1
171647,0,0,0
270054,0,1,1
293544,0,0,0
157604,0,0,0
266113,0,0,0
78595,1,1,1
137467,0,0,0
219084,0,0,0
215582,0,1,1
1057,0,0,0
39529,0,0,0
266916,0,0,0
94795,0,0,0
229535,0,0,0
22636,0,1,1
253632,0,1,1
234714,1,1,1
184007,0,0,0
63274,0,1,1
32415,0,1,1
50327,0,1,1
179429,0,0,0
111809,0,1,1
210935,0,0,0
159421,0,0,0
14420,0,1,1
179334,0,1,1
233457,0,1,1
28838,0,0,0
214690,1,1,1
81155,0,0,0
103754,1,0,1
249505,0,0,0
16247,0,0,0
129250,0,0,0
36427,0,0,0
56695,0,1,1
104350,0,1,1
75806,0,1,1
148171,0,0,0
264940,0,0,0
132194,0,1,1
104022,0,0,0
88162,0,0,0
222438,0,0,0
8251,0,0,0
88473,0,1,1
237899,0,1,1
65895,0,1,1
108920,0,1,1
177377,0,1,1
64746,0,1,1
207406,0,0,0
173931,0,1,1
180372,0,0,0
152315,0,0,0
1741,0,1,1
195344,1,0,1
291535,1,1,1
65365,0,0,0
84060,0,1,1
1002,0,1,1
277254,0,0,0
65278,0,1,1
272556,0,0,0
216058,0,0,0
87786,0,1,1
204624,0,1,1
243075,0,1,1
77023,1,0,1
196293,0,0,0
58852,0,1,1
111658,0,1,1
126606,0,0,0
116484,0,0,0
68507,0,0,0
118865,0,1,1
244253,0,1,1
260942,0,1,1
42161,0,0,0
208496,0,0,0
84279,0,1,1
95015,0,0,0
81400,0,0,0
171956,0,1,1
65481,0,0,0
263598,0,1,1
282073,0,1,1
180413,0,1,1
33160,0,0,0
71278,0,1,1
104322,0,1,1
1534,0,0,0
125294,0,1,1
6382,0,0,0
72548,0,1,1
257730,0,1,1
179491,0,0,0
184375,0,0,0
157954,0,0,0
157490,0,1,1
141651,0,0,0
298922,1,0,1
74133,0,1,1
244452,0,0,0
205357,1,0,1
171391,1,1,1
180651,0,1,1
256327,0,0,0
247756,0,0,0
159177,1,0,1
141689,0,0,0
119333,1,1,1
66407,0,0,0
109374,0,1,1
53593,0,1,1
72137,0,1,1
181659,0,1,1
5241,0,0,0
190789,0,1,1
84145,0,0,0
79464,0,1,1
207230,0,1,1
232812,0,1,1
221124,0,1,1
277179,0,1,1
188093,0,1,1
232780,0,1,1
92662,0,0,0
72817,0,0,0
121273,1,1,1
24340,0,0,0
213534,0,0,0
160918,0,0,0
290638,0,1,1
215749,0,1,1
153007,0,0,0
2680,0,0,0
22290,0,1,1
94311,0,0,0
72742,0,0,0
166516,1,1,1
52698,0,0,0
52619,0,1,1
130586,0,1,1
226153,0,1,1
103795,0,0,0
109685,0,0,0
9456,0,0,0
72865,0,1,1
249429,1,1,1
254910,0,1,1
165270,0,0,0
197608,1,1,1
174332,0,0,0
38449,0,1,1
148890,0,1,1
274289,0,0,0
33280,0,0,0
55559,0,1,1
216570,0,0,0
75023,0,0,0
213750,0,0,0
215860,0,1,1
132348,0,1,1
167123,0,0,0
34551,0,1,1
57809,0,0,0
163943,0,1,1
280003,0,0,0
118348,0,0,0
180731,0,1,1
278156,0,0,0
61393,0,1,1
239928,0,1,1
162268,0,1,1
65130,0,1,1
282110,0,1,1
142808,0,0,0
289923,0,0,0
81691,0,1,1
252947,0,0,0
288853,0,0,0
76211,0,0,0
259847,0,0,0
189901,0,1,1
248798,0,1,1
231204,0,1,1
72967,0,1,1
228603,0,1,1
7492,0,0,0
272782,0,0,0
272332,0,0,0
26388,0,0,0
242165,0,1,1
19950,0,0,0
87818,0,1,1
22626,0,0,0
35355,0,0,0
184994,0,0,0
116282,0,1,1
25810,1,1,1
238393,0,0,0
19360,0,1,1
290364,0,1,1
173521,0,0,0
126475,0,1,1
206728,0,0,0
99766,0,1,1
108268,0,0,0
95104,0,1,1
57770,0,1,1
12086,0,0,0
47386,0,1,1
196538,0,0,0
295832,0,0,0
295670,0,1,1
261101,0,0,0
57936,0,1,1
298478,1,0,1
80228,0,1,1
263451,0,0,0
90953,0,0,0
30360,0,0,0
106865,0,0,0
237192,0,1,1
197111,0,0,0
53249,0,0,0
103458,0,0,0
240847,0,0,0
114142,0,1,1
267728,0,1,1
241678,1,0,1
45700,0,1,1
164557,0,0,0
129292,0,1,1
224908,0,0,0
219628,0,1,1
88934,0,1,1
77403,0,1,1
237564,0,1,1
164906,0,1,1
295704,0,0,0
102814,0,0,0
23240,0,0,0
123457,0,0,0
233135,0,0,0
136486,0,0,0
298996,0,1,1
190305,1,1,1
264697,0,0,0
36621,0,0,0
230369,0,0,0
8302,0,0,0
20973,0,1,1
115743,0,0,0
80082,0,0,0
176674,1,1,1
242082,0,0,0
165014,1,0,1
111079,0,0,0
125307,0,0,0
164147,1,0,1
107684,0,1,1
268398,0,1,1
102550,0,1,1
287189,0,0,0
118017,0,0,0
98248,0,1,1
109139,0,0,0
294853,0,1,1
121961,0,1,1
195949,0,0,0
177791,0,0,0
186850,0,0,0
109553,0,1,1
284573,0,0,0
156779,0,1,1
74519,0,0,0
128988,0,1,1
74759,1,0,1
158659,0,1,1
89848,0,0,0
48213,0,1,1
274598,0,1,1
290255,0,0,0
156848,0,0,0
152230,0,1,1
141815,0,1,1
244137,0,0,0
251616,0,1,1
35190,0,0,0
28796,0,0,0
241081,0,1,1
41754,0,1,1
47995,0,1,1
43979,0,0,0
73431,0,0,0
57195,0,0,0
298,0,0,0
206533,0,0,0
120929,0,1,1
250303,1,0,1
226555,0,1,1
198633,0,1,1
53862,0,0,0
223027,0,1,1
71806,0,1,1
239932,0,0,0
42303,0,0,0
65034,0,0,0
143766,0,1,1
92433,0,1,1
119260,0,0,0
247358,0,0,0
41612,0,1,1
82022,0,1,1
251031,0,0,0
286627,0,0,0
119964,0,0,0
110815,1,0,1
189095,0,1,1
260271,0,0,0
90011,0,1,1
272202,0,0,0
194136,0,0,0
248084,0,0,0
132060,0,1,1
80678,0,1,1
268977,0,1,1
53212,0,0,0
189237,0,0,0
58439,0,0,0
160573,0,0,0
98413,0,0,0
89774,1,1,1
98551,0,0,0
24159,0,0,0
15615,0,0,0
100399,0,0,0
225481,0,0,0
228706,0,0,0
197268,0,1,1
284855,1,0,1
158491,0,0,0
94654,0,0,0
246302,0,0,0
154484,0,1,1
123330,0,1,1
62851,0,1,1
199528,0,0,0
43673,0,0,0
165213,0,0,0
168161,0,0,0
231102,0,0,0
187481,0,1,1
118851,0,1,1
171741,0,1,1
40993,1,1,1
94205,0,0,0
272335,0,1,1
185627,0,1,1
261958,0,0,0
76404,0,1,1
245826,0,0,0
157820,1,0,1
178069,0,0,0
116649,0,1,1
66916,0,0,0
12173,1,1,1
229090,0,1,1
187170,0,1,1
293731,0,0,0
50169,0,0,0
28627,0,0,0
243054,1,1,1
248211,0,0,0
130802,0,1,1
27851,0,0,0
120968,0,0,0
57912,1,0,1
194837,0,0,0
268255,0,1,1
81542,0,0,0
36461,0,0,0
229779,0,1,1
204911,0,0,0
166367,0,1,1
107361,0,0,0
79910,0,0,0
248923,0,1,1
153659,0,1,1
287585,0,0,0
262456,0,0,0
259049,0,0,0
123005,0,0,0
229314,0,1,1
187411,0,1,1
200519,0,1,1
554,0,1,1
40811,0,1,1
197998,0,0,0
33552,0,0,0
181146,0,1,1
50719,0,0,0
245331,0,0,0
50172,1,0,1
191436,0,1,1
69511,0,1,1
36092,0,1,1
186347,1,0,1
84740,0,0,0
150769,0,0,0
287771,0,0,0
93154,0,1,1
159394,0,0,0
200152,0,1,1
132426,0,1,1
181915,0,0,0
190381,0,1,1
170383,0,1,1
155745,0,1,1
44028,0,1,1
277835,0,1,1
293067,0,1,1
91033,0,0,0
151341,0,1,1
283233,1,0,1
73639,0,0,0
182749,0,1,1
136072,0,0,0
121709,0,1,1
178727,1,0,1
246265,0,1,1
166152,0,1,1
158535,0,0,0
151624,0,1,1
136868,0,1,1
288126,1,0,1
124885,0,0,0
41654,0,1,1
130050,0,0,0
31086,0,0,0
155415,0,0,0
3940,0,0,0
108280,1,0,1
282438,0,0,0
29753,0,1,1
180567,0,0,0
46314,0,1,1
113740,0,0,0
233338,0,1,1
21822,0,1,1
120438,1,1,1
71448,0,0,0
191874,0,0,0
259154,0,1,1
105330,0,1,1
18032,0,1,1
292924,0,1,1
52553,0,0,0
181369,0,0,0
212915,0,0,0
295408,0,0,0
132960,1,0,1
125576,0,0,0
179835,1,1,1
249887,0,0,0
225795,0,1,1
215039,0,1,1
235036,0,0,0
216615,0,1,1
99802,0,0,0
294554,0,0,0
219863,0,0,0
82310,0,1,1
48834,0,0,0
50354,0,0,0
197891,0,1,1
271224,0,0,0
283864,0,1,1
234418,0,0,0
215195,0,0,0
289087,0,0,0
90775,0,0,0
294462,0,0,0
233995,1,0,1
187156,0,1,1
207520,0,0,0
297691,0,1,1
161709,0,0,0
11162,0,0,0
5865,0,1,1
111239,0,1,1
61828,0,1,1
141371,0,1,1
229624,0,0,0
93151,0,1,1
149313,0,1,1
223983,0,1,1
143657,0,0,0
202050,0,1,1
140203,0,0,0
96267,0,1,1
10967,0,0,0
260225,0,0,0
283171,0,1,1
228271,0,1,1
175820,0,1,1
62418,0,0,0
203366,0,1,1
71767,0,0,0
212804,0,0,0
173675,0,1,1
268310,0,0,0
234130,0,0,0
141970,0,1,1
110355,0,0,0
228297,0,1,1
202035,0,0,0
204191,0,0,0
63729,1,1,1
268910,0,1,1
177360,0,1,1
70952,0,0,0
173555,0,0,0
231326,0,0,0
229884,0,0,0
292195,0,1,1
270863,0,1,1
67732,0,0,0
90695,0,1,1
132689,0,0,0
226642,0,0,0
147729,0,0,0
173359,0,0,0
232889,0,0,0
146431,0,1,1
263555,0,0,0
290268,0,1,1
43656,0,1,1
90863,0,1,1
204539,0,1,1
8160,0,0,0
143198,0,0,0
281828,0,1,1
89895,0,1,1
131766,0,1,1
132620,0,0,0
223532,0,0,0
114788,1,1,1
238467,0,0,0
163162,0,1,1
184653,0,0,0
39490,0,0,0
25454,0,0,0
31112,0,1,1
221367,0,1,1
207280,0,0,0
232743,0,0,0
11479,0,0,0
257560,0,0,0
48334,0,0,0
186173,0,0,0
134250,0,0,0
204061,0,1,1
162724,0,0,0
293375,0,1,1
277918,0,0,0
175954,0,0,0
23526,0,0,0
247213,0,1,1
253982,0,0,0
291784,0,0,0
78712,1,1,1
205710,0,1,1
185139,0,0,0
7092,0,0,0
181610,0,1,1
215670,0,1,1
11616,0,1,1
111083,0,0,0
219196,0,0,0
206739,0,0,0
13754,0,1,1
284271,0,1,1
217518,0,0,0
134407,1,0,1
13212,0,1,1
118301,0,1,1
249219,0,0,0
23210,0,0,0
117110,0,1,1
47073,0,0,0
65576,0,1,1
232608,1,1,1
197528,0,1,1
166836,0,0,0
259470,0,0,0
52418,0,0,0
78212,0,1,1
4058,0,0,0
210937,0,0,0
276737,0,0,0
197522,0,0,0
111998,0,1,1
152743,0,1,1
291408,0,0,0
144053,0,0,0
45207,0,1,1
126226,0,0,0
252203,0,1,1
242508,0,0,0
110313,0,1,1
175520,0,0,0
3669,0,0,0
277899,0,1,1
27485,1,1,1
282480,0,0,0
141717,0,1,1
11854,0,1,1
155455,0,1,1
174757,0,0,0
131334,0,0,0
127682,0,1,1
88026,0,0,0
4709,0,1,1
188017,0,0,0
21126,0,1,1
276557,1,0,1
75972,0,1,1
30792,0,0,0
273774,0,1,1
